"link-primary","link-primary href","SearchResultCard__status","SearchResultCard__favoriteLink href","SearchResultCard__footerItem","SearchResultCard__footerItem 2","CompanyLogo src","SearchResultCard__favoriteLink href 2","Tag 2"
"LiDAR System Engineer","https://www.jobs.cz/rpd/1624123602/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","19. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624123602","VALEO PRAHA","Praha – Strašnice","https://my.teamio.com/recruit/logo?id=1faa58dd-82cd-497e-988c-18ef4cad6ce0&v=1581605251788&width=180","[object Object]",""
"LiDAR System Inženýr","https://www.jobs.cz/rpd/1624128950/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","19. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624128950","VALEO PRAHA","Praha – Strašnice","https://my.teamio.com/recruit/logo?id=1faa58dd-82cd-497e-988c-18ef4cad6ce0&v=1581605251788&width=180","[object Object]",""
"Datový/á analytik/čka","https://www.jobs.cz/rpd/1594508730/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","19. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1594508730","Processand s.r.o.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
"Analytik kybernetické bezpečnosti senior (M/Ž)","https://www.jobs.cz/rpd/1625945130/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","19. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625945130","Státní pokladna Centrum sdílených služeb, s. p.","Praha – Žižkov","","[object Object]","Možnost občasné práce z domova"
"SYSTÉMOVÝ/TECHNICKÝ KONZULTANT - pro ABSOLVENTY v oboru IT","https://www.jobs.cz/rpd/1580106541/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1580106541","Seyfor, a. s.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
"SYSTÉMOVÝ/TECHNICKÝ KONZULTANT pro HRIS VEMA – medior/senior","https://www.jobs.cz/rpd/1624379051/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624379051","Seyfor, a. s.","Praha – Karlín","","[object Object]","Odpovězte teď a budete mezi prvními"
"DevOps Engineer - můžeš si vybrat! (90 000 - 130 000 Kč)","https://www.jobs.cz/rpd/1612748137/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1612748137","Jobs Contact Personal, s.r.o.","Praha – Holešovice","https://my.teamio.com/recruit/logo?id=ef5e0dbb-186e-416d-a351-82ee9b75072c&v=1610372655708&width=180","[object Object]","Práce převážně z domova"
"⋙EMBEDDED SECURITY ENGINEER⋘","https://www.jobs.cz/rpd/1626386961/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626386961","mBlue Czech, s.r.o.","Praha","https://my.teamio.com/recruit/logo?id=fdb99c53-4e70-4d29-9fd4-8e4a02afd123&v=1635177509175&width=180","[object Object]","Práce převážně z domova"
"IoT Assets Integration tester","https://www.jobs.cz/rpd/1626367063/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626367063","Siemens s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=959d8ae3-12a5-4bee-a326-76612307fc98&v=1624370099971&width=180","[object Object]","Možnost občasné práce z domova"
"Application Support Specialist","https://www.jobs.cz/rpd/1602749499/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1602749499","Analytics Data Factory s.r.o.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
"Vývojář webových a databázových aplikací (i pro absolventy)","https://www.jobs.cz/rpd/2000043811/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000043811","24U s.r.o.","Praha – Michle","","[object Object]","Možnost občasné práce z domova"
"Software engineer C++","https://www.jobs.cz/rpd/1603319101/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1603319101","Rockwell Automation s.r.o.","Praha – Holešovice","","[object Object]",""
"Expert/ka na prediktivní modely","https://www.jobs.cz/rpd/1610669842/?searchId=9902cd5d-c81a-4ce2-9119-e31760d54164&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D13%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1610669842","Česká spořitelna, a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=ba8dd34c-911a-4cf4-8ecb-7586685d2949&v=1674740762523&width=180","[object Object]",""
"IOT developer","https://www.jobs.cz/rpd/1626338365/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","18. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626338365","Siemens s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=959d8ae3-12a5-4bee-a326-76612307fc98&v=1624370099971&width=180","","Možnost občasné práce z domova"
"C++ Developer","https://www.jobs.cz/rpd/1625830009/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625830009","Chaos Czech a.s.","Praha – Nové Město","","[object Object]","Možnost občasné práce z domova"
"DevOps Engineer","https://www.jobs.cz/rpd/1625007806/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","Končí za 3 dny","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625007806","SII s.r.o.","Praha – Michle","","[object Object]","Práce převážně z domova"
"Network Engineer (f/m/d)","https://www.jobs.cz/rpd/2000046656/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000046656","Deutsche Börse Group","Praha – Karlín","https://my.teamio.com/recruit/logo?id=2859a440-267d-4e6f-8b76-f69bfe8447f9&v=1688233191203&width=180","[object Object]","Práce převážně z domova"
"Test Engineer for Siemens (možnost zkráceného úvazku)","https://www.jobs.cz/rpd/1601295063/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1601295063","Siemens s.r.o.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=959d8ae3-12a5-4bee-a326-76612307fc98&v=1624370099971&width=180","[object Object]","Možnost občasné práce z domova"
"Sr. Cloud & Automation Administrator","https://www.jobs.cz/rpd/1617519481/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1617519481","Vodafone Czech Republic a.s.","Praha – Stodůlky","https://my.teamio.com/recruit/logo?id=59d4830d-3b99-4ffa-accd-c74c8b641bfe&v=1586239935859&width=180","[object Object]","Práce převážně z domova"
"DevOps Engineer","https://www.jobs.cz/rpd/1619758187/?searchId=518369aa-ae83-4080-8176-d0c82a34cc50&rps=233","17. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D14%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1619758187","W.A.G. payment solutions, a.s.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=9304aebf-2c17-4756-a25c-f6a542a8d6f9&v=1651648352215&width=180","[object Object]","Možnost občasné práce z domova"
